"","u","g","z","redshift","MJD","cam_col","fieldbin","runbin","class"
"1789",0.78178,0.7068,0.00702,-0.08393,0.41656,"4","(0.58,5.4]","(0.048,0.8]","GALAXY"
"1790",0.43515,0.89853,0.27868,-0.0868,0.26339,"4","(-0.06,0.58]","(-0.831,-0.327]","GALAXY"
"1791",-0.61478,-0.45129,0.34782,3.17207,0.48789,"1","(-0.774,-0.45]","(-0.831,-0.327]","QSO"
"1792",0.13936,0.42015,0.31259,-0.10007,-0.01031,"4","(-1.18,-0.774]","(-0.831,-0.327]","GALAXY"
"1793",-1.40709,-1.59628,-1.75496,-0.65501,-1.72666,"4","(-1.18,-0.774]","(-2.23,-0.831]","GALAXY"
"1794",-0.04801,0.70984,1.18052,-0.22392,1.06683,"3","(-0.06,0.58]","(-0.327,0.048]","GALAXY"
"1795",0.09583,0.01046,-0.42183,-0.26713,0.38172,"2","(-0.06,0.58]","(0.048,0.8]","GALAXY"
"1796",0.48241,0.95367,0.31926,-0.03443,-0.0457,"3","(-1.18,-0.774]","(0.8,1.9]","GALAXY"
"1797",-0.98368,-0.43151,0.42501,0.77359,-1.87375,"5","(-1.18,-0.774]","(-0.327,0.048]","QSO"
"1798",1.77205,0.78809,0.26222,-0.03772,0.47186,"5","(-0.45,-0.06]","(-0.831,-0.327]","GALAXY"
"1799",-0.85982,-0.57105,0.19995,2.35269,-0.01363,"4","(-0.774,-0.45]","(0.048,0.8]","QSO"
"1800",-1.32354,-1.32422,-0.9814,-0.78967,-1.25389,"6","(-1.18,-0.774]","(-2.23,-0.831]","STAR"
"1801",-0.96767,-1.27738,-1.41013,-0.62567,-1.75597,"2","(-1.18,-0.774]","(-0.831,-0.327]","GALAXY"
"1802",2.18839,0.89983,-0.02084,-0.00667,-0.04183,"5","(-0.774,-0.45]","(-2.23,-0.831]","GALAXY"
"1803",1.11048,1.05827,0.36819,-0.11859,0.2269,"3","(-0.06,0.58]","(0.048,0.8]","GALAXY"
"1804",-1.16426,-1.04992,-0.45865,-0.79045,-0.94037,"1","(-0.45,-0.06]","(-2.23,-0.831]","STAR"
"1805",0.36027,0.2735,-0.32707,-0.17772,-2.02636,"3","(-1.18,-0.774]","(-0.831,-0.327]","GALAXY"
"1806",0.39751,1.15537,0.17067,0.062,0.21252,"5","(-0.45,-0.06]","(-0.831,-0.327]","GALAXY"
"1807",1.66862,1.395,0.67035,0.34083,1.01043,"4","(-0.06,0.58]","(-2.23,-0.831]","GALAXY"
"1808",-1.39425,-1.46611,-1.3288,-0.68483,-1.88812,"2","(-1.18,-0.774]","(-2.23,-0.831]","GALAXY"
"1809",-0.99789,-0.54687,0.25458,1.37086,0.81579,"6","(0.58,5.4]","(-0.831,-0.327]","QSO"
"1810",-1.11336,-1.10675,-0.39359,-0.78961,-0.65892,"6","(-0.06,0.58]","(0.8,1.9]","STAR"
"1811",-1.14807,-1.2042,-0.70148,-0.78937,-1.9025,"1","(-0.774,-0.45]","(-2.23,-0.831]","STAR"
"1812",-0.78905,-1.0273,-0.85334,-0.78954,1.01761,"6","(0.58,5.4]","(-0.831,-0.327]","STAR"
"1813",1.51819,0.80053,0.27458,-0.11984,-0.19058,"2","(-0.45,-0.06]","(-2.23,-0.831]","GALAXY"
"1814",0.90568,0.8471,0.20217,-0.01352,0.34247,"3","(-1.18,-0.774]","(0.8,1.9]","GALAXY"
"1815",-0.94332,-0.17133,1.39203,-0.45383,-0.57266,"6","(-0.45,-0.06]","(-0.327,0.048]","GALAXY"
"1816",-2.18166,-2.2914,-1.94797,-0.78944,-0.32162,"5","(-0.45,-0.06]","(-0.327,0.048]","STAR"
"1817",-1.33765,-1.3087,-1.07469,-0.70149,-1.13556,"3","(-1.18,-0.774]","(0.048,0.8]","GALAXY"
"1818",-0.47515,0.30755,1.08246,1.03335,1.24322,"4","(-0.45,-0.06]","(-0.831,-0.327]","QSO"
"1819",0.34492,0.69341,0.30283,0.05707,0.01789,"4","(-0.45,-0.06]","(-0.327,0.048]","GALAXY"
"1820",-0.74842,-1.0965,-1.04871,-0.73579,-1.85273,"4","(-0.06,0.58]","(-2.23,-0.831]","GALAXY"
"1821",0.10343,0.39841,1.44738,2.63477,0.02065,"1","(-0.774,-0.45]","(0.8,1.9]","QSO"
"1822",0.34985,-0.18553,-0.63088,-0.41936,-0.20993,"5","(-0.45,-0.06]","(-2.23,-0.831]","GALAXY"
"1823",0.37146,0.07398,0.3116,-0.7891,0.6217,"3","(-0.774,-0.45]","(-2.23,-0.831]","STAR"
"1824",-1.26379,-1.45465,-1.58914,-0.59591,-1.5934,"2","(-0.45,-0.06]","(-2.23,-0.831]","GALAXY"
"1825",0.43687,1.42592,0.47179,0.13892,1.42292,"6","(0.58,5.4]","(0.048,0.8]","GALAXY"
"1826",-1.89018,-1.86036,-1.29957,-0.79002,-1.14164,"6","(-1.18,-0.774]","(-2.23,-0.831]","STAR"
"1827",0.13132,0.771,-0.06413,0.04108,0.24736,"1","(0.58,5.4]","(0.048,0.8]","GALAXY"
"1828",-0.31253,-0.02122,0.08895,-0.28547,-1.6581,"1","(0.58,5.4]","(0.8,1.9]","GALAXY"
"1829",-0.28183,0.29523,1.48893,1.78231,0.67534,"2","(-1.18,-0.774]","(-0.831,-0.327]","QSO"
"1830",0.3508,0.23787,-0.01409,-0.78902,0.08866,"3","(-0.45,-0.06]","(0.8,1.9]","STAR"
"1831",-0.0551,0.56719,1.12246,0.59908,1.08397,"2","(-0.06,0.58]","(0.048,0.8]","QSO"
"1832",-0.71689,-1.01946,-1.1099,-0.49525,-0.98958,"1","(0.58,5.4]","(0.048,0.8]","GALAXY"
"1833",0.62734,0.07617,-0.52624,-0.29076,-1.36559,"6","(-0.06,0.58]","(-0.831,-0.327]","GALAXY"
"1834",0.16195,0.48214,1.58014,2.48905,-0.1585,"6","(-0.774,-0.45]","(-2.23,-0.831]","QSO"
"1835",-0.33669,0.0181,0.97126,-0.78944,0.20091,"6","(-0.06,0.58]","(-0.831,-0.327]","STAR"
"1836",-0.54757,-0.83672,-0.97832,-0.6209,-0.77891,"3","(-0.06,0.58]","(-0.327,0.048]","GALAXY"
"1837",0.2147,0.52315,0.04854,-0.0657,0.26837,"2","(-0.45,-0.06]","(-0.831,-0.327]","GALAXY"
"1838",1.03281,0.45085,-0.25944,-0.22432,0.33307,"4","(-0.06,0.58]","(-2.23,-0.831]","GALAXY"
"1839",-1.16417,-1.50455,-1.75707,-0.69917,0.13179,"3","(-0.06,0.58]","(-0.327,0.048]","GALAXY"
"1840",0.12634,0.6394,0.26067,-0.15719,-0.17454,"1","(-1.18,-0.774]","(-2.23,-0.831]","GALAXY"
"1841",-1.54963,-1.91361,-2.04311,-0.72206,-0.9741,"1","(-0.06,0.58]","(-0.327,0.048]","GALAXY"
"1842",0.75276,1.12882,1.22259,0.29024,1.19124,"2","(0.58,5.4]","(0.8,1.9]","QSO"
"1843",-0.63109,-0.95008,-0.77843,-0.78933,-1.20966,"2","(-1.18,-0.774]","(-0.327,0.048]","STAR"
"1844",-1.13586,-0.62378,0.12143,1.10999,-0.38632,"2","(-1.18,-0.774]","(0.8,1.9]","QSO"
"1845",-0.6785,-0.26298,0.30819,1.36764,0.80362,"3","(-0.06,0.58]","(-2.23,-0.831]","QSO"
"1846",0.02198,-0.50917,-0.03218,-0.78958,-0.79439,"1","(-0.45,-0.06]","(0.048,0.8]","STAR"
"1847",0.09253,-0.2834,-0.07475,-0.78948,-1.13611,"3","(0.58,5.4]","(-0.327,0.048]","STAR"
"1848",1.70421,1.11797,0.50036,-0.05531,0.36348,"3","(-0.06,0.58]","(0.048,0.8]","GALAXY"
"1849",-1.55878,-1.87779,-1.95716,-0.72961,-2.08608,"4","(0.58,5.4]","(0.048,0.8]","GALAXY"
"1850",-0.63869,-0.09361,0.80841,1.60204,0.80252,"2","(-0.45,-0.06]","(-2.23,-0.831]","QSO"
"1851",-1.44693,-0.9756,-0.36401,1.83311,-1.36503,"3","(-0.45,-0.06]","(-0.327,0.048]","QSO"
"1852",-1.31685,-1.67315,-1.8893,-0.71378,-0.58151,"1","(-0.06,0.58]","(0.048,0.8]","GALAXY"
"1853",0.27958,1.13947,0.45443,0.189,-0.61634,"2","(0.58,5.4]","(0.048,0.8]","GALAXY"
"1854",0.80946,1.97083,0.51849,0.40164,1.61424,"4","(-1.18,-0.774]","(-0.831,-0.327]","GALAXY"
"1855",-0.00997,0.27204,1.00495,-0.79,1.09779,"2","(-0.774,-0.45]","(0.8,1.9]","STAR"
"1856",-0.08999,-0.46386,-0.85527,-0.45325,0.4138,"5","(-0.06,0.58]","(-0.831,-0.327]","GALAXY"
"1857",-1.07161,-0.94846,-0.32385,-0.78934,0.37841,"6","(-0.45,-0.06]","(0.8,1.9]","STAR"
"1858",0.76033,0.23002,-0.29363,-0.31253,0.27666,"1","(0.58,5.4]","(0.048,0.8]","GALAXY"
"1859",0.6005,0.50855,0.40246,0.04521,0.42983,"6","(0.58,5.4]","(-0.327,0.048]","GALAXY"
"1860",-0.92064,-0.88153,-0.97939,-0.44884,0.08258,"2","(-0.06,0.58]","(-2.23,-0.831]","GALAXY"
"1861",-0.0648,0.27527,-0.18357,-0.10873,0.54319,"5","(0.58,5.4]","(0.8,1.9]","GALAXY"
"1862",0.14832,0.26455,-0.31576,-0.18387,-1.87375,"5","(-1.18,-0.774]","(-0.327,0.048]","GALAXY"
"1863",-1.02907,-0.85435,-0.17579,-0.79114,0.3303,"6","(0.58,5.4]","(0.8,1.9]","STAR"
"1864",-0.56283,-1.28554,-2.43597,-0.78919,-1.95392,"4","(-0.45,-0.06]","(-2.23,-0.831]","STAR"
"1865",-0.41806,0.08197,0.93906,3.08199,1.34164,"2","(-0.06,0.58]","(0.8,1.9]","QSO"
"1866",1.4883,0.97726,0.20607,-0.08181,-0.14192,"2","(-0.774,-0.45]","(-2.23,-0.831]","GALAXY"
"1867",-0.21567,0.43539,1.38193,1.25637,1.06406,"3","(-0.06,0.58]","(-0.327,0.048]","QSO"
"1868",-0.64567,-0.93887,-1.06344,-0.60731,-1.16984,"3","(-0.45,-0.06]","(0.048,0.8]","GALAXY"
"1869",0.22572,-0.03451,-0.51232,-0.32498,0.20423,"6","(-0.774,-0.45]","(-0.327,0.048]","GALAXY"
"1870",0.08099,0.59358,1.62259,-0.7894,0.39997,"5","(-1.18,-0.774]","(0.048,0.8]","STAR"
"1871",1.59514,0.24815,0.73869,-0.78952,-1.17537,"3","(0.58,5.4]","(-0.327,0.048]","STAR"
"1872",0.60006,-0.07198,-0.35542,-0.78895,-1.46899,"3","(-0.45,-0.06]","(-0.831,-0.327]","STAR"
"1873",1.20954,0.77246,0.2128,-0.11472,0.22192,"1","(-0.45,-0.06]","(0.048,0.8]","GALAXY"
"1874",0.7207,0.47236,1.5931,0.20119,-0.06284,"4","(-0.06,0.58]","(-0.327,0.048]","GALAXY"
"1875",-1.34092,-1.29146,-0.71933,-0.78917,0.6394,"3","(-0.774,-0.45]","(-2.23,-0.831]","STAR"
"1876",-1.36895,-1.27026,-0.68965,-0.79098,-0.60307,"4","(-1.18,-0.774]","(-0.831,-0.327]","STAR"
"1877",-1.46056,-1.1654,-0.52872,0.22774,-1.88591,"6","(0.58,5.4]","(0.048,0.8]","QSO"
"1878",-1.21785,-1.14923,-0.89892,-0.5992,-1.45129,"6","(-0.774,-0.45]","(-0.327,0.048]","GALAXY"
"1879",-1.12198,-0.43804,1.27791,-0.78942,-1.56354,"1","(-0.06,0.58]","(-0.831,-0.327]","STAR"
"1880",0.79413,1.27963,0.42028,-0.03674,-0.21048,"1","(-0.06,0.58]","(0.048,0.8]","GALAXY"
"1881",1.26465,0.87177,0.29439,0.03389,0.25289,"2","(0.58,5.4]","(0.048,0.8]","GALAXY"
"1882",-0.29272,0.18582,1.17194,-0.78901,0.4431,"2","(-0.45,-0.06]","(-0.831,-0.327]","STAR"
"1883",-0.07048,-0.48265,-0.29602,-0.78933,-0.74518,"4","(-0.45,-0.06]","(0.048,0.8]","STAR"
"1884",-1.00093,-0.83281,-0.16843,-0.78969,-0.04847,"4","(0.58,5.4]","(0.8,1.9]","STAR"
"1885",1.28137,2.44882,0.61334,0.29467,1.57554,"2","(-0.774,-0.45]","(-0.327,0.048]","GALAXY"
"1886",-0.97248,-1.29527,-1.42326,-0.65186,-1.74878,"3","(-0.774,-0.45]","(-2.23,-0.831]","GALAXY"
"1887",-0.37187,-0.90888,-1.13979,-0.57772,-1.21961,"2","(-0.06,0.58]","(0.048,0.8]","GALAXY"
"1888",-1.92224,-1.86572,-1.38625,-0.78969,-0.53948,"3","(0.58,5.4]","(-0.327,0.048]","STAR"
"1889",1.18952,1.4576,0.54988,-0.78919,0.96287,"2","(-0.774,-0.45]","(0.8,1.9]","GALAXY"
"1890",-1.62411,-2.0219,-2.18838,-0.65848,-1.76316,"1","(-0.774,-0.45]","(-2.23,-0.831]","GALAXY"
"1891",1.03055,0.52819,1.01266,-0.78914,1.57554,"5","(-0.06,0.58]","(-0.327,0.048]","STAR"
"1892",-1.03647,-1.33773,-1.43961,-0.68044,-1.75597,"4","(-0.774,-0.45]","(-2.23,-0.831]","GALAXY"
"1893",-0.59329,-0.26067,0.0071,-0.37878,-1.69625,"5","(-1.18,-0.774]","(-0.327,0.048]","GALAXY"
"1894",-0.92037,-0.89671,-0.31505,-0.7894,-0.38964,"6","(-0.774,-0.45]","(0.048,0.8]","STAR"
"1895",-0.80547,-1.07708,-1.19467,-0.61342,-1.00562,"5","(-0.45,-0.06]","(0.048,0.8]","GALAXY"
"1896",0.63734,0.32656,-0.2746,-0.18852,-1.79689,"6","(-1.18,-0.774]","(-2.23,-0.831]","GALAXY"
"1897",0.0437,0.60464,1.4996,2.12454,0.97835,"6","(-1.18,-0.774]","(0.8,1.9]","QSO"
"1898",1.68668,1.41433,0.75671,0.07293,-0.14136,"2","(-1.18,-0.774]","(-2.23,-0.831]","GALAXY"
"1899",0.18637,1.61218,0.45639,0.34541,1.04692,"1","(-0.06,0.58]","(-0.831,-0.327]","GALAXY"
"1900",0.19971,0.54476,1.45182,-0.22418,0.48789,"2","(-0.45,-0.06]","(-0.831,-0.327]","QSO"
"1901",-0.01276,-0.18633,0.188,-0.78956,1.42071,"4","(-0.45,-0.06]","(0.048,0.8]","STAR"
"1902",-0.34862,-0.02323,0.70471,2.06107,0.22911,"1","(-0.45,-0.06]","(-0.327,0.048]","QSO"
"1903",1.54805,0.87738,0.21603,-0.12039,-0.17233,"1","(-0.774,-0.45]","(-0.831,-0.327]","GALAXY"
"1904",-0.32067,-0.57674,-0.60425,-0.62605,0.64106,"5","(-0.45,-0.06]","(-2.23,-0.831]","GALAXY"
"1905",-1.42522,-1.46222,-1.11395,-0.72826,-1.38218,"1","(-0.774,-0.45]","(-0.327,0.048]","GALAXY"
"1906",1.87858,2.02529,0.17405,-0.78915,1.61646,"2","(-0.06,0.58]","(0.048,0.8]","STAR"
"1907",-1.13065,-1.44737,-1.60649,-0.78917,-1.45129,"4","(-1.18,-0.774]","(-0.831,-0.327]","GALAXY"
"1908",-0.3688,0.25592,1.06567,-0.78919,1.57443,"3","(-0.45,-0.06]","(0.048,0.8]","GALAXY"
"1909",-0.92304,-1.38871,-1.61683,-0.65712,-0.58372,"2","(-0.45,-0.06]","(0.048,0.8]","GALAXY"
"1910",0.19748,-0.37979,-0.78478,-0.46953,0.00074,"1","(0.58,5.4]","(0.048,0.8]","GALAXY"
"1911",1.46437,1.4926,0.63271,0.30342,1.57056,"4","(-0.45,-0.06]","(0.8,1.9]","GALAXY"
"1912",-1.41555,-1.50654,-1.27373,-0.6934,-1.57737,"4","(-0.774,-0.45]","(-0.831,-0.327]","GALAXY"
"1913",1.41139,1.3311,0.6755,0.07693,0.14728,"5","(-0.774,-0.45]","(0.8,1.9]","GALAXY"
"1914",-0.59961,-0.96942,-1.16464,-0.57863,-1.84499,"5","(-0.45,-0.06]","(0.8,1.9]","GALAXY"
"1915",-2.28498,-2.46349,-2.58091,-0.76377,-2.10101,"4","(-0.06,0.58]","(-0.327,0.048]","GALAXY"
"1916",0.40985,0.31639,0.89509,-0.78977,0.97835,"6","(-0.06,0.58]","(-0.327,0.048]","STAR"
"1917",0.46135,-0.17479,-0.57714,-0.24789,0.46633,"5","(0.58,5.4]","(-2.23,-0.831]","GALAXY"
"1918",-0.20224,0.53443,1.36393,1.93879,1.00268,"3","(-0.06,0.58]","(0.8,1.9]","QSO"
"1919",-1.31159,-1.30662,-1.05549,-0.62072,-1.63266,"1","(-0.06,0.58]","(-2.23,-0.831]","GALAXY"
"1920",1.50967,0.93731,0.01245,-0.15998,0.34578,"4","(-0.06,0.58]","(0.8,1.9]","GALAXY"
"1921",0.1859,0.16,-0.49404,-0.32918,0.13179,"5","(0.58,5.4]","(0.8,1.9]","GALAXY"
"1922",1.32342,1.00426,0.38571,-0.01113,-0.14855,"2","(0.58,5.4]","(0.048,0.8]","GALAXY"
"1923",1.81292,0.9724,0.46333,0.01954,-0.07888,"5","(-1.18,-0.774]","(-0.327,0.048]","GALAXY"
"1924",-0.8105,-1.1251,-1.40615,-0.63182,-0.5981,"1","(-0.06,0.58]","(-0.327,0.048]","GALAXY"
"1925",-1.09442,-1.28869,-1.00998,-0.66955,-0.58261,"3","(0.58,5.4]","(0.048,0.8]","GALAXY"
"1926",-0.05876,0.29714,0.43649,0.05535,0.56033,"2","(-0.06,0.58]","(-0.831,-0.327]","GALAXY"
"1927",1.38514,0.68695,1.32616,-0.78969,0.42983,"4","(-0.774,-0.45]","(-0.831,-0.327]","STAR"
"1928",-0.05785,0.1856,1.08592,3.01896,0.36292,"3","(0.58,5.4]","(0.8,1.9]","QSO"
"1929",1.09703,0.73173,-0.33667,-0.78907,-1.64483,"5","(-0.774,-0.45]","(-0.327,0.048]","STAR"
"1930",0.71547,0.2417,-0.41281,-0.28038,-0.43277,"5","(0.58,5.4]","(0.048,0.8]","GALAXY"
"1931",-1.68631,-1.71345,-0.70789,-0.78979,-0.42226,"3","(-0.774,-0.45]","(-2.23,-0.831]","STAR"
"1932",-2.98533,-3.30095,-3.49618,-0.7554,-0.19058,"5","(-0.774,-0.45]","(-0.327,0.048]","GALAXY"
"1933",0.53645,0.87463,1.65014,0.91033,1.21502,"5","(-0.06,0.58]","(0.048,0.8]","GALAXY"
"1934",-0.05173,0.1791,0.84615,-0.7889,0.65875,"1","(-0.774,-0.45]","(-0.831,-0.327]","STAR"
"1935",0.79219,0.59918,0.09091,-0.15602,0.02286,"6","(-1.18,-0.774]","(-2.23,-0.831]","GALAXY"
"1936",0.16481,0.27597,0.77841,2.52062,1.38864,"4","(-0.45,-0.06]","(0.8,1.9]","QSO"
"1937",1.27115,0.96338,0.24949,0.06038,-0.61634,"4","(0.58,5.4]","(0.048,0.8]","GALAXY"
"1938",-1.91599,-2.24562,-2.35969,-0.75498,-0.76343,"1","(-1.18,-0.774]","(0.048,0.8]","GALAXY"
"1939",-0.01704,0.64089,1.51348,-0.78931,1.5501,"5","(0.58,5.4]","(-0.831,-0.327]","STAR"
"1940",0.75991,0.84148,1.71164,0.81438,1.42016,"6","(-0.774,-0.45]","(-0.327,0.048]","GALAXY"
"1941",0.38431,-0.03295,-0.30252,-0.78909,-0.82536,"3","(-0.774,-0.45]","(0.8,1.9]","STAR"
"1942",-1.06419,-0.67654,0.02987,2.20377,1.37592,"4","(0.58,5.4]","(0.8,1.9]","QSO"
"1943",0.36731,-0.15972,-0.68627,-0.33209,-1.39655,"5","(-0.774,-0.45]","(-0.831,-0.327]","GALAXY"
"1944",-0.35572,-0.75763,-0.72711,-0.78936,0.64382,"1","(-0.06,0.58]","(-0.831,-0.327]","STAR"
"1945",0.50475,1.23791,2.0501,0.48863,1.2117,"3","(-0.06,0.58]","(0.048,0.8]","GALAXY"
"1946",1.41893,0.99119,1.35631,1.01937,1.22552,"1","(-0.45,-0.06]","(0.048,0.8]","QSO"
"1947",-1.1833,-1.17449,-0.98899,-0.68292,-1.58345,"6","(-0.06,0.58]","(-0.831,-0.327]","GALAXY"
"1948",-0.77861,-0.92322,-1.10778,-0.5524,-0.55663,"3","(-0.45,-0.06]","(0.048,0.8]","GALAXY"
"1949",-1.66169,-1.63998,-1.17583,-0.78927,-0.38964,"1","(-1.18,-0.774]","(-0.831,-0.327]","STAR"
"1950",-0.72173,-0.75865,0.10243,3.50174,0.23685,"5","(-0.774,-0.45]","(0.048,0.8]","QSO"
"1951",-0.69212,-0.21195,0.52905,0.62958,1.55563,"4","(-1.18,-0.774]","(-0.327,0.048]","QSO"
"1952",0.39932,0.67085,2.01038,1.61523,-0.12256,"5","(-1.18,-0.774]","(0.8,1.9]","QSO"
"1953",1.74478,0.90045,0.12111,-0.18531,0.37343,"2","(0.58,5.4]","(0.8,1.9]","GALAXY"
"1954",-0.8171,-1.09443,-1.03877,-0.70157,-1.56465,"2","(-0.06,0.58]","(-0.831,-0.327]","GALAXY"
"1955",1.94877,0.83578,0.81432,-0.35373,0.37454,"2","(0.58,5.4]","(0.8,1.9]","GALAXY"
"1956",0.43862,0.01059,-0.2509,-0.39655,1.47435,"4","(-0.774,-0.45]","(0.048,0.8]","GALAXY"
"1957",-0.30245,0.36805,1.34934,1.85259,0.9778,"2","(-0.45,-0.06]","(0.8,1.9]","QSO"
"1958",0.56938,1.32255,2.19757,0.89024,0.5935,"2","(0.58,5.4]","(-0.327,0.048]","QSO"
"1959",1.79969,1.1753,0.46076,0.02317,0.6593,"2","(-0.774,-0.45]","(-0.831,-0.327]","GALAXY"
"1960",-0.50624,-0.106,0.5221,1.67734,-1.43526,"6","(-0.06,0.58]","(-0.831,-0.327]","QSO"
"1961",-1.31685,-1.61868,-1.67208,-0.72955,-2.05566,"1","(0.58,5.4]","(-0.327,0.048]","GALAXY"
"1962",0.93971,0.70893,0.16681,-0.10972,0.52383,"2","(-0.45,-0.06]","(0.8,1.9]","GALAXY"
"1963",-1.37581,-1.64311,-1.64645,-0.68603,-0.74463,"2","(-0.774,-0.45]","(0.048,0.8]","GALAXY"
"1964",0.10871,0.01223,-0.50813,-0.25908,0.22911,"2","(-0.06,0.58]","(0.048,0.8]","GALAXY"
"1965",0.7677,0.79275,0.90537,-0.44975,0.67202,"4","(0.58,5.4]","(-2.23,-0.831]","GALAXY"
"1966",0.63402,0.4002,0.00686,0.06955,-0.17454,"5","(-1.18,-0.774]","(-2.23,-0.831]","GALAXY"
"1967",-0.45105,-0.34713,0.54274,-0.78959,0.46246,"2","(-0.06,0.58]","(-2.23,-0.831]","STAR"
"1968",-1.06599,-1.16224,-1.23785,-0.55928,-0.82481,"3","(-0.06,0.58]","(0.048,0.8]","GALAXY"
"1969",0.37951,0.31324,0.13918,-0.40282,1.42901,"4","(0.58,5.4]","(0.048,0.8]","GALAXY"
"1970",-2.01755,-2.39804,-2.57023,-0.70494,-1.03824,"2","(0.58,5.4]","(0.048,0.8]","GALAXY"
"1971",1.06378,1.75317,0.66009,0.17329,1.56945,"4","(-1.18,-0.774]","(-2.23,-0.831]","GALAXY"
"1972",-0.61357,-0.90349,-1.22816,-0.46364,-1.18809,"1","(-0.06,0.58]","(-0.327,0.048]","GALAXY"
"1973",-0.25644,0.06076,0.96708,2.25576,0.08756,"2","(-0.774,-0.45]","(-0.831,-0.327]","QSO"
"1974",-0.44235,-0.87336,-1.23747,-0.55032,0.36292,"4","(0.58,5.4]","(0.8,1.9]","GALAXY"
"1975",0.68405,1.18889,0.61921,-0.10854,0.27777,"6","(-0.06,0.58]","(-0.831,-0.327]","GALAXY"
"1976",0.00035,0.3329,1.44216,2.8241,1.47158,"4","(-0.06,0.58]","(-0.831,-0.327]","QSO"
"1977",-0.52636,0.04799,0.71602,1.43526,0.37896,"5","(0.58,5.4]","(0.048,0.8]","QSO"
"1978",-1.26578,-1.37767,-1.04888,-0.72383,-2.03963,"1","(-1.18,-0.774]","(-0.831,-0.327]","GALAXY"
"1979",-0.14122,0.04803,0.49626,-0.78942,-0.53119,"4","(-0.06,0.58]","(0.048,0.8]","STAR"
"1980",-1.27438,-1.32042,-0.23417,-0.78959,-1.3501,"4","(-0.06,0.58]","(-0.327,0.048]","STAR"
"1981",1.41197,1.80782,0.47785,0.17429,1.21446,"5","(-0.06,0.58]","(-0.327,0.048]","GALAXY"
"1982",-1.63763,-1.7979,-1.41876,-0.78931,-0.98903,"3","(-1.18,-0.774]","(-2.23,-0.831]","STAR"
"1983",0.72025,1.00531,-0.0023,0.004,-0.01363,"3","(-0.774,-0.45]","(-2.23,-0.831]","GALAXY"
"1984",1.57363,1.62287,0.59379,0.49675,0.65433,"1","(-1.18,-0.774]","(-2.23,-0.831]","GALAXY"
"1985",0.71621,0.44866,-0.20357,-0.12207,0.42873,"4","(-0.774,-0.45]","(-0.831,-0.327]","GALAXY"
"1986",-0.88031,-0.22788,0.50768,1.78165,-1.97493,"5","(0.58,5.4]","(-2.23,-0.831]","QSO"
"1987",-0.78967,-0.8148,-0.42308,-0.78925,-1.00894,"1","(0.58,5.4]","(-2.23,-0.831]","STAR"
"1988",-1.09556,-1.52765,-1.77501,-0.69062,-0.99677,"4","(-0.06,0.58]","(-0.327,0.048]","GALAXY"
"1989",-0.01565,0.46958,1.21519,2.29237,1.21446,"5","(-0.45,-0.06]","(-0.327,0.048]","QSO"
"1990",0.21603,1.15194,0.50312,0.31252,1.02757,"4","(-0.06,0.58]","(-2.23,-0.831]","GALAXY"
"1991",-0.5095,-0.9047,-1.08808,-0.548,-1.19196,"4","(-1.18,-0.774]","(-0.831,-0.327]","GALAXY"
"1992",0.79101,1.48224,1.71485,0.21356,1.29906,"2","(-1.18,-0.774]","(0.8,1.9]","GALAXY"
"1993",1.30601,0.77775,0.22769,-0.16433,0.47186,"1","(0.58,5.4]","(-2.23,-0.831]","GALAXY"
"1994",1.156,0.68404,0.17106,-0.09719,-0.14136,"2","(-1.18,-0.774]","(-2.23,-0.831]","GALAXY"
"1995",1.45648,1.44677,-0.10755,0.24085,0.19815,"4","(-0.06,0.58]","(-2.23,-0.831]","GALAXY"
"1996",0.1377,0.73144,0.51686,-0.00486,0.55424,"5","(-1.18,-0.774]","(0.8,1.9]","GALAXY"
"1997",-0.74804,-0.36535,0.32006,1.3472,0.14728,"2","(-0.45,-0.06]","(0.8,1.9]","QSO"
"1998",0.25551,0.30796,0.92375,-0.36363,1.24211,"2","(-0.774,-0.45]","(-0.831,-0.327]","GALAXY"
"1999",-0.22032,-0.04757,0.80572,2.99307,0.48181,"3","(-0.774,-0.45]","(0.048,0.8]","QSO"
"2000",2.18604,0.7075,0.29406,-0.13617,0.54263,"5","(0.58,5.4]","(0.8,1.9]","GALAXY"
"2001",-0.32705,0.19151,1.14573,1.8643,1.4279,"5","(-0.45,-0.06]","(-0.327,0.048]","QSO"
"2002",-0.28249,0.0066,0.72358,2.45082,0.03171,"1","(0.58,5.4]","(-2.23,-0.831]","QSO"
"2003",0.79543,0.39504,-0.09447,-0.13904,-0.07888,"3","(-0.06,0.58]","(-0.327,0.048]","GALAXY"
"2004",0.25712,0.31215,-0.23969,-0.19149,0.35242,"2","(-1.18,-0.774]","(-0.831,-0.327]","GALAXY"
"2005",0.20751,0.02294,-0.54433,-0.28137,-1.43636,"4","(-1.18,-0.774]","(-0.831,-0.327]","GALAXY"
"2006",-0.28284,0.15665,1.19683,2.67366,0.43149,"2","(-0.45,-0.06]","(-0.831,-0.327]","QSO"
"2007",0.33047,1.38964,0.70717,-0.08705,0.54263,"2","(-0.06,0.58]","(0.8,1.9]","GALAXY"
"2008",0.14865,0.51152,1.43276,2.26431,0.22856,"6","(-0.06,0.58]","(-0.831,-0.327]","QSO"
"2009",0.6958,1.4483,1.55189,0.3836,1.40634,"5","(-0.06,0.58]","(0.048,0.8]","GALAXY"
